hs17,group,subgroup,description,ship type,hs92
280440,28,4,Oxygen,container,280440
280450,28,4,Boron: tellurium,container,280450
280461,28,4,Silicon: containing by weight not less than 99.99% of silicon,container,280461
280469,28,4,Silicon: containing by weight less than 99.99% of silicon,container,280469
280470,28,4,Phosphorus,container,280470
280480,28,4,Arsenic,container,280480
280490,28,4,Selenium,container,280490
280511,28,5,Alkali or alkali-earth metals: sodium,container,280511
280512,28,5,Alkali or alkali-earth metals: calcium,container,280521
280519,28,5,Alkali or alkali-earth metals: other than sodium and calcium,container,280519
280530,28,5,"Earth-metals, rare: scandium and yttrium, whether or not intermixed or interalloyed",container,280530
280540,28,5,Mercury,container,280540
280610,28,6,Hydrogen chloride (hydrochloric acid),chemical,280610
280620,28,6,Chlorosulphuric acid,chemical,280620
280700,28,7,Sulphuric acid: oleum,chemical,280700
280800,28,8,Nitric acid: sulphonitric acids,chemical,280800
280910,28,9,Diphosphorus pentoxide,chemical,280910
280920,28,9,Phosphoric acid and polyphosphoric acids,chemical,280920
281000,28,10,Oxides of boron: boric acids,chemical,281000
281111,28,11,Hydrogen fluoride (hydrofluoric acid),container,281111
281112,28,11,Hydrogen cyanide (hydrocyanic acid),container,281119
281119,28,11,Inorganic acids: other than hydrogen fluoride,container,281119
281121,28,11,Carbon dioxide,container,281121
281122,28,11,Silicon dioxide,container,281122
281129,28,11,"Inorganic oxygen compounds: of non-metals, n.e.c. in item no. 2811.2",container,281129
281211,28,12,Carbonyl dichloride (phosgene),container,281210
281212,28,12,Phosphorus oxychloride,container,281210
281213,28,12,Phosphorus trichloride,container,281210
281214,28,12,Phosphorus pentachloride,container,281210
281215,28,12,Sulphur monochloride,container,281210
281216,28,12,Sulphur dichloride,container,281210
281217,28,12,Thionyl chloride,container,281210
281219,28,12,"Arsenic trichloride and other chlorides and chloride oxides, n.e.c. in item no. 2812",container,281210
281290,28,12,Halides and halide oxides of non-metals: excluding chloride,container,281290
281310,28,13,Carbon disulphide,container,281310
281390,28,13,"Sulphides of non-metals, (excluding carbon): commercial phosphorus trisulphide",container,281390
281410,28,14,Ammonia: anhydrous,chemical,281410
281420,28,14,Ammonia: in aqueous solution,chemical,281420
281511,28,15,Sodium hydroxide (caustic soda): solid,chemical,281511
281512,28,15,Sodium hydroxide (caustic soda): in aqueous solution (soda lye or liquid soda),chemical,281512
281520,28,15,Potassium hydroxide (caustic potash),chemical,281520
281530,28,15,Peroxides of sodium or potassium,chemical,281530
281610,28,16,Hydroxide and peroxide of magnesium,container,281610
281640,28,16,"Oxides, hydroxides and peroxides, of strontium or barium",container,281630
281700,28,17,Zinc: oxide and peroxide,container,281700
281810,28,18,Aluminium oxide: artificial corundum,container,281810
281820,28,18,Aluminium oxide: other than artificial corundum,container,281820
281830,28,18,Aluminium hydroxide,container,281830
281910,28,19,Chromium trioxide,container,281910
281990,28,19,Chromium oxides and hydroxides: excluding chromium trioxide,container,281990
282010,28,20,Manganese dioxide,container,282010
282090,28,20,Manganese oxides: excluding manganese dioxide,container,282090
282110,28,21,Iron oxides and hydroxides,container,282110
282120,28,21,Earth colours: containing 70% or more by weight of combined iron evaluated as Fe2o3,container,282120
282200,28,22,Cobalt oxides and hydroxides: commercial cobalt oxides,container,282200
282300,28,23,Titanium oxides,container,282300
282410,28,24,"Lead: lead monoxide (litharge, massicot)",container,282410
282490,28,24,Lead oxides: n.e.c. in heading no. 2824,container,282490
282510,28,25,Hydrazine and hydroxylamine and their inorganic salts,container,282510
282520,28,25,Lithium oxide and hydroxide,container,282520
282530,28,25,Vanadium oxides and hydroxides,container,282530
282540,28,25,Nickel oxides and hydroxides,container,282540
282550,28,25,Copper oxides and hydroxides,container,282550
282560,28,25,Germanium oxides and zirconium dioxide,container,282560
282570,28,25,Molybdenum oxides and hydroxides,container,282570
282580,28,25,Antimony oxides,container,282580
282590,28,25,"Inorganic bases, metal oxides, hydroxides and peroxides: n.e.c. in heading no. 2825",container,282590
282612,28,26,Fluorides: of aluminium,container,282612
282619,28,26,Fluorides: other than of aluminium,container,282619
282630,28,26,Sodium hexafluoroaluminate (synthetic cryolite),container,282630
282690,28,26,"Fluorides: fluorosilicates, fluoroaluminates and other complex fluorine salts, n.e.c. in heading no. 2826",container,282690
282710,28,27,Chlorides: of ammonium,container,282710
282720,28,27,Chlorides: of calcium,container,282720
282731,28,27,Chlorides: of magnesium,container,282731
282732,28,27,Chlorides: of aluminium,container,282732
282735,28,27,Chlorides: of nickel,container,282735
282739,28,27,"Chlorides: other than of ammonium, calcium, magnesium, aluminium and nickel",container,282739
282741,28,27,Chloride oxides and chloride hydroxides: of copper,container,282741
282749,28,27,Chloride oxides and chloride hydroxides: other than of copper,container,282749
282751,28,27,Bromides: of sodium or of potassium,container,282751
282759,28,27,Bromides and bromide oxides: other than item no. 2827.51,container,282759
282760,28,27,Iodides and iodide oxides,container,282760
282810,28,28,Hypochlorites: commercial calcium hypochlorite and other calcium hypochlorites,container,282810
282890,28,28,Hypochlorites: n.e.c. in heading no. 2828,container,282890
282911,28,29,Chlorates: of sodium,container,282911
282919,28,29,Chlorates: other than sodium,container,282919
282990,28,29,Perchlorates: bromates and perbromates: iodates and periodates,container,282990
283010,28,30,"Sulphides: of sodium, whether or not chemically defined",container,283010
283090,28,30,"Sulphides and polysulphides: whether or not chemically defined, other than sulphides of sodium",container,283090
283110,28,31,Dithionites and sulphoxylates: of sodium,container,283110
283190,28,31,Dithionites and sulphoxylates: other than sodium,container,283190
283210,28,32,Sulphites: of sodium,container,283210
283220,28,32,Sulphites: other than of sodium,container,283220
283230,28,32,Thiosulphates,container,283230
283311,28,33,Sodium sulphates: disodium sulphate,container,283311
283319,28,33,Sodium sulphates: other than disodium sulphate,container,283319
283321,28,33,Sulphates: of magnesium,container,283321
283322,28,33,Sulphates: of aluminium,container,283322
283324,28,33,Sulphates: of nickel,container,283324
283325,28,33,Sulphates: of copper,container,283325
283327,28,33,Sulphates: of barium,container,283327
283329,28,33,Sulphates: n.e.c. in item no. 2833.2,container,283329
283330,28,33,Alums,container,283330
283340,28,33,Peroxosulphates (persulphates),container,283340
283410,28,34,Nitrites,container,283410
283421,28,34,Nitrates: of potassium,container,283421
283429,28,34,Nitrates: of other than potassium,container,283429
283510,28,35,"Phosphinates (hypophosphites) and phosphonates (phosphites), whether or not chemically defined",container,283510
283522,28,35,"Phosphates: of mono- or disodium, whether or not chemically defined",container,283522
283524,28,35,"Phosphates: of potassium, whether or not chemically defined",container,283524
283525,28,35,"Phosphates: calcium hydrogenorthophosphate (dicalcium phosphate), whether or not chemically defined",container,283525
283526,28,35,"Phosphates: of calcium n.e.c. in item no. 2835.25, whether or not chemically defined",container,283526
283529,28,35,"Phosphates: (other than of mono- or disodium, other than of potassium or of calcium hydrogenorthophosphate (dicalcium phosphate) and excluding other phosphates of calcium), whether or not chemically defined",container,283529
283531,28,35,"Polyphosphates: sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",container,283531
283539,28,35,"Polyphosphates: other than sodium triphosphate (sodium tripolyphosphate), whether or not chemically defined",container,283539
283620,28,36,Carbonates: disodium carbonate,container,283620
283630,28,36,Carbonates: sodium hydrogen carbonate (sodium bicarbonate),container,283630
283640,28,36,Carbonates: potassium carbonate,container,283640
283650,28,36,Carbonates: calcium carbonate,container,283650
283660,28,36,Carbonates: barium carbonate,container,283660
283691,28,36,Carbonates: lithium carbonate,container,283691
283692,28,36,Carbonates: strontium carbonate,container,283692
283699,28,36,Carbonates: n.e.c. in heading no. 2836 and other than lithium or strontium,container,283699
283711,28,37,Cyanides and cyanide oxides: of sodium,container,283711
283719,28,37,Cyanides and cyanide oxides: other than of sodium,container,283719
283720,28,37,Complex cyanides,container,283720
283911,28,39,Silicates: sodium metasilicates,container,283911
283919,28,39,Silicates: of sodium (excluding sodium metasilicates),container,283919
283990,28,39,"Silicates: commercial alkali metal silicates, other than of sodium",container,283990
284011,28,40,"Borates: disodium tetraborate (refined borax), anhydrous",container,284011
284019,28,40,"Borates: disodium tetraborate (refined borax), other than anhydrous",container,284019
284020,28,40,Borates: n.e.c. in heading no. 2840,container,284020
284030,28,40,Peroxoborates (perborates),container,284030
284130,28,41,Salts: sodium dichromate,container,284130
284150,28,41,"Salts: chromates, dichromates, peroxochromates: n.e.c. in heading no. 2841",container,284150
284161,28,41,"Salts: of oxometallic or peroxometallic acids, manganites, manganates and permanganates, potassium permanganate",container,284160
284169,28,41,"Salts: of oxometallic or peroxometallic acids, manganites, manganates and permanganates, other than potassium permanganate",container,284160
284170,28,41,Salts: molybdates,container,284170
284180,28,41,Salts: tungstates (wolframates),container,284180
284190,28,41,Salts of oxometallic or peroxometallic acids: n.e.c. in heading no. 2841,container,284190
284210,28,42,"Salts of inorganic acids or peroxoacids, double or complex silicates, including aluminosilicates, whether or not chemically defined, excluding azides",container,284210
284290,28,42,"Salts: of inorganic acids or peroxoacids, other than double or complex silicates, including aluminosilicates, whether or not chemically, excluding azides",container,284290
284310,28,43,Colloidal precious metals: whether or not chemically defined,container,284310
284321,28,43,Silver compounds: silver nitrates,container,284321
