k;description;category
200850;Fruit: apricots, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit;container
200860;Fruit: cherries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit;container
200870;Fruit: peaches, including nectarines, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit;container
200880;Fruit: strawberries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit;container
200891;Fruit, palm hearts: prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit;container
200893;Fruit: cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea), prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit;container
200897;Fruit, nuts and other edible parts of plants: mixtures (other than those of subheading no 2008.19): prepared or preserved in ways n.e.c. in headings 2007 and 2008, whether or not containing added sugar, or other sweetening matter or spirit, n.e.c.;container
200899;Fruit, nuts and other edible parts of plants: prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008;container
200911;Juice: orange, frozen, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter;container
200912;Juice: orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200919;Juice: orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200921;Juice: grapefruit (including pomelo), of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter;container
200929;Juice: grapefruit (including pomelo), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200931;Juice: of single citrus fruit (excluding orange or grapefruit), of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200939;Juice: of single citrus fruit (excluding orange or grapefruit), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200941;Juice: pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter;container
200949;Juice: pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200950;Juice: tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200961;Juice: grape, of a Brix value not exceeding 30, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter;container
200969;Juice: grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200971;Juice: apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter;container
200979;Juice: apple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200981;Juice: Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200989;Juice: of any single fruit or vegetable n.e.c. in heading no. 2009, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
200990;Juices: mixtures of fruits or vegetables, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter;container
210111;Extracts, essences and concentrates: of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee;container
210112;Preparations with a basis of extracts, essences or concentrates or with a basis of coffee;container
210120;Extracts, essences and concentrates: of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate;container
210130;Chicory, roasted and other roasted coffee substitutes: extracts, essences and concentrates thereof;container
210210;Yeasts: active;container
210220;Yeasts: inactive, other single-cell micro-organisms, dead;container
210230;Baking powders: prepared;container
210310;Sauces: soya;container
210320;Sauces: tomato ketchup and other tomato sauces;container
210330;Mustard flour and meal and prepared mustard;container
210390;Sauces and preparations therefor: mixed condiments and mixed seasonings;container
210410;Soups and broths and preparations therefor;container
210420;Homogenised composite food preparations;container
210500;Ice cream and other edible ice: whether or not containing cocoa;refrigerated cargo
210610;Protein: concentrates and textured protein substances;container
210690;Food preparations: n.e.c. in item no. 2106.10;container
220110;Waters: mineral and aerated, including natural or artificial, (not containing added sugar or other sweetening matter nor flavoured);container
220190;Waters: other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow;container
220210;Waters: including mineral and aerated, containing added sugar or other sweetening matter or flavoured;container
220291;Non-alcoholic beverages: non-alcoholic beer;container
220299;Non-alcoholic beverages: other than non-alcoholic beer, n.e.c. in item no. 2202.10, not including fruit or vegetable juices of heading no. 2009;container
220300;Beer: made from malt;container
220410;Wine: sparkling;container
220421;Wine: still, in containers holding 2 litres or less;container
220422;Wine: still, in containers holding more than 2 litres but not more than 10 litres;container
220429;Wine: still, in containers holding more than 10 litres;container
220430;Grape must: n.e.c. in heading no. 2009, n.e.c. in item no. 2204.2;container
220510;Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding 2 litres or less;container
220590;Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres;container
220600;Beverages, fermented: (e.g. cider, perry, mead, sake);container
220710;Undenatured ethyl alcohol: of an alcoholic strength by volume of 80% vol. or higher;container
220720;Ethyl alcohol and other spirits: denatured, of any strength;container
220820;Spirits obtained by distilling grape wine or grape marc;container
220830;Whiskies;container
220840;Rum and other spirits obtained by distilling fermented sugar-cane products;container
220850;Gin and geneva;container
220860;Vodka;container
220870;Liqueurs and cordials;container
220890;Spirits, liqueurs and other spirituous beverages: n.e.c. in heading no. 2208;container
220900;Vinegar and substitutes for vinegar: obtained from acetic acid;container
230110;Flours, meals and pellets: of meat or meat offal, greaves;bulk dry
230120;Flours, meals and pellets: of fish or of crustaceans, molluscs or other aquatic invertebrates;bulk dry
230210;Bran, sharps and other residues: of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof;bulk dry
230230;Bran, sharps and other residues: of wheat, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof;bulk dry
230240;Bran, sharps and other residues: of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof;bulk dry
230250;Bran, sharps and other residues: of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof;bulk dry
230310;Residues of starch manufacture and similar residues: whether or not in the form of pellets;bulk dry
230320;Beet-pulp, bagasse and other waste of sugar manufacture: whether or not in the form of pellets;bulk dry
230330;Brewing or distilling dregs and waste: whether or not in the form of pellets;bulk dry
230400;Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil;bulk dry
230500;Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil;bulk dry
230610;Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of cotton seed oils;bulk dry
230620;Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of linseed oils;bulk dry
230630;Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils;bulk dry
